user_id,conversion_date,channel,country
U05276,2025-09-07,Organic,France
U05277,2025-04-28,Affiliate,Spain
U05278,2025-03-14,Organic,Germany
U05279,2025-10-09,Partnerships,Germany
U05280,2025-12-26,Paid Search,Germany
U05281,2025-01-10,Organic,UK
U05282,2025-07-30,Paid Social,Spain
U05283,2025-11-19,Paid Search,UK
U05284,2025-06-01,Paid Social,France
U05285,2025-01-05,Organic,Germany
U05286,2025-07-14,Organic,UK
U05287,2025-10-10,Paid Social,France
U05288,2025-04-23,Paid Search,UK
U05289,2025-09-28,Affiliate,Germany
U05290,2025-06-12,Organic,France
U05291,2025-04-15,Partnerships,Germany
U05292,2025-06-30,Affiliate,Germany
U05293,2025-02-13,Affiliate,UK
U05294,2025-10-09,Paid Search,Spain
U05295,2025-06-24,Paid Social,France
U05296,2025-06-11,Paid Social,France
U05297,2025-12-17,Organic,Spain
U05298,2025-12-06,Paid Search,France
U05299,2025-05-20,Partnerships,UK
U05300,2025-05-12,Paid Social,France
U05301,2025-03-28,Paid Social,UK
U05302,2025-06-25,Paid Social,France
U05303,2025-07-02,Paid Social,UK
U05304,2025-05-09,Paid Social,Spain
U05305,2025-09-03,Organic,France
U05306,2025-03-30,Paid Social,UK
U05307,2025-03-07,Partnerships,Germany
U05308,2025-06-07,Paid Social,Germany
U05309,2025-05-29,Affiliate,Germany
U05310,2025-12-06,Affiliate,France
U05311,2025-04-26,Organic,UK
U05312,2025-08-02,Paid Social,Germany
U05313,2025-10-21,Paid Search,France
U05314,2025-09-10,Organic,UK
U05315,2025-05-23,Paid Search,Germany
U05316,2025-09-07,Organic,Germany
U05317,2025-10-29,Paid Search,France
U05318,2025-01-25,Partnerships,UK
U05319,2025-10-04,Paid Search,France
U05320,2025-03-11,Organic,Germany
U05321,2025-04-23,Affiliate,France
U05322,2025-12-29,Paid Social,France
U05323,2025-04-22,Paid Search,Germany
U05324,2025-12-30,Paid Social,Germany
U05325,2025-10-30,Partnerships,UK
U05326,2025-04-01,Paid Social,UK
U05327,2025-01-18,Paid Search,Germany
U05328,2025-05-29,Affiliate,Germany
U05329,2025-08-15,Paid Social,Spain
U05330,2025-08-02,Paid Search,Spain
U05331,2025-12-26,Paid Search,UK
U05332,2025-05-31,Partnerships,France
U05333,2025-07-11,Organic,Germany
U05334,2025-02-09,Paid Search,Germany
U05335,2025-08-30,Organic,France
U05336,2025-05-18,Paid Search,UK
U05337,2025-12-11,Paid Social,Spain
U05338,2025-06-29,Affiliate,UK
U05339,2025-07-19,Paid Social,France
U05340,2025-07-22,Affiliate,Germany
U05341,2025-03-02,Organic,Spain
U05342,2025-07-11,Organic,France
U05343,2025-01-05,Paid Search,Germany
U05344,2025-08-25,Paid Social,UK
U05345,2025-06-30,Organic,Spain
U05346,2025-11-07,Paid Social,Germany
U05347,2025-02-06,Partnerships,Germany
U05348,2025-02-25,Paid Social,Germany
U05349,2025-08-25,Paid Social,Germany
U05350,2025-12-24,Paid Search,Germany
U05351,2025-12-15,Organic,UK
U05352,2025-07-16,Organic,France
U05353,2025-03-14,Paid Social,Spain
U05354,2025-02-28,Organic,UK
U05355,2025-08-28,Paid Social,Spain
U05356,2025-01-02,Paid Search,Germany
U05357,2025-12-26,Organic,France
U05358,2025-07-07,Affiliate,Germany
U05359,2025-11-03,Paid Social,UK
U05360,2025-01-30,Paid Social,UK
U05361,2025-09-24,Organic,Spain
U05362,2025-04-18,Organic,Germany
U05363,2025-11-28,Organic,Germany
U05364,2025-03-31,Paid Search,France
U05365,2025-07-24,Organic,France
U05366,2025-08-08,Paid Search,Germany
U05367,2025-04-04,Organic,Spain
U05368,2025-04-13,Paid Search,France
U05369,2025-08-11,Paid Social,Germany
U05370,2025-07-05,Paid Social,Germany
U05371,2025-07-03,Organic,Germany
U05372,2025-06-11,Organic,UK
U05373,2025-09-04,Paid Social,Spain
U05374,2025-01-31,Affiliate,Germany
U05375,2025-02-21,Organic,Germany
U05376,2025-12-11,Paid Search,Germany
U05377,2025-03-17,Organic,France
U05378,2025-10-05,Organic,Germany
U05379,2025-02-09,Paid Search,UK
U05380,2025-04-11,Paid Search,UK
U05381,2025-04-21,Paid Social,Spain
U05382,2025-11-17,Paid Search,Germany
U05383,2025-09-06,Paid Social,Germany
U05384,2025-07-10,Partnerships,Germany
U05385,2025-07-01,Affiliate,UK
U05386,2025-12-01,Paid Search,France
U05387,2025-07-28,Partnerships,France
U05388,2025-01-22,Partnerships,Germany
U05389,2025-06-15,Organic,France
U05390,2025-04-09,Paid Search,Spain
U05391,2025-07-27,Partnerships,UK
U05392,2025-01-08,Organic,Germany
U05393,2025-07-09,Affiliate,France
U05394,2025-06-24,Paid Social,Germany
U05395,2025-09-30,Paid Search,Germany
U05396,2025-01-17,Organic,UK
U05397,2025-03-31,Paid Social,UK
U05398,2025-05-21,Organic,France
U05399,2025-05-25,Organic,UK
U05400,2025-06-15,Paid Social,Spain
U05401,2025-12-03,Affiliate,Germany
U05402,2025-03-19,Paid Search,UK
U05403,2025-09-19,Paid Social,France
U05404,2025-06-12,Partnerships,France
U05405,2025-01-14,Partnerships,France
U05406,2025-08-27,Paid Social,Spain
U05407,2025-03-13,Organic,UK
U05408,2025-05-23,Paid Search,UK
U05409,2025-11-06,Paid Social,Spain
U05410,2025-10-10,Paid Social,UK
U05411,2025-09-26,Paid Social,UK
U05412,2025-08-29,Organic,UK
U05413,2025-09-02,Partnerships,Spain
U05414,2025-06-12,Affiliate,Spain
U05415,2025-03-01,Affiliate,France
U05416,2025-01-06,Paid Search,Spain
U05417,2025-07-16,Paid Social,Spain
U05418,2025-02-27,Partnerships,France
U05419,2025-11-01,Organic,Spain
U05420,2025-08-05,Organic,UK
U05421,2025-01-26,Paid Social,Germany
U05422,2025-10-30,Paid Social,France
U05423,2025-01-05,Paid Search,Germany
U05424,2025-01-20,Paid Search,Germany
U05425,2025-07-17,Paid Social,France
U05426,2025-02-28,Affiliate,Germany
U05427,2025-08-30,Paid Social,Germany
U05428,2025-05-26,Affiliate,France
U05429,2025-09-30,Partnerships,France
U05430,2025-09-06,Paid Social,UK
U05431,2025-01-14,Organic,France
U05432,2025-01-13,Paid Search,Spain
U05433,2025-02-13,Affiliate,Germany
U05434,2025-01-19,Organic,France
U05435,2025-03-04,Affiliate,UK
U05436,2025-08-27,Organic,France
U05437,2025-12-03,Paid Search,Germany
U05438,2025-04-10,Affiliate,France
U05439,2025-06-12,Affiliate,Germany
U05440,2025-05-02,Partnerships,France
U05441,2025-02-13,Organic,UK
U05442,2025-12-26,Partnerships,Spain
U05443,2025-11-13,Organic,UK
U05444,2025-05-25,Paid Social,France
U05445,2025-11-23,Paid Social,Germany
U05446,2025-12-29,Affiliate,UK
U05447,2025-02-19,Affiliate,Spain
U05448,2025-03-06,Organic,Spain
U05449,2025-12-21,Paid Search,Germany
U05450,2025-10-15,Paid Social,France
U05451,2025-06-13,Affiliate,UK
U05452,2025-05-21,Organic,UK
U05453,2025-11-10,Organic,Germany
U05454,2025-05-08,Paid Social,UK
U05455,2025-08-27,Paid Search,Germany
U05456,2025-11-20,Paid Social,Germany
U05457,2025-10-23,Paid Social,France
U05458,2025-07-06,Organic,Germany
U05459,2025-07-27,Paid Social,UK
U05460,2025-08-08,Paid Social,Germany
U05461,2025-07-09,Paid Social,UK
U05462,2025-12-12,Paid Social,Germany
U05463,2025-10-11,Organic,France
U05464,2025-12-18,Paid Search,France
U05465,2025-08-25,Paid Social,Germany
U05466,2025-07-13,Organic,Germany
U05467,2025-10-14,Paid Search,Germany
U05468,2025-09-16,Partnerships,France
U05469,2025-09-03,Paid Social,Spain
U05470,2025-05-16,Affiliate,Germany
U05471,2025-10-07,Paid Search,Spain
U05472,2025-09-28,Paid Social,Germany
U05473,2025-06-20,Affiliate,UK
U05474,2025-06-08,Paid Search,France
U05475,2025-07-20,Affiliate,Spain
U05476,2025-02-14,Paid Search,Spain
U05477,2025-09-21,Partnerships,France
U05478,2025-03-12,Organic,Spain
U05479,2025-12-30,Paid Search,Germany
U05480,2025-04-13,Paid Search,Spain
U05481,2025-05-05,Organic,Germany
U05482,2025-11-09,Affiliate,Spain
U05483,2025-10-13,Paid Search,UK
U05484,2025-08-18,Paid Social,Spain
U05485,2025-05-26,Paid Search,Spain
U05486,2025-07-16,Paid Search,Germany
U05487,2025-08-09,Organic,France
U05488,2025-03-01,Organic,UK
U05489,2025-04-08,Partnerships,France
U05490,2025-06-20,Paid Search,Germany
U05491,2025-06-22,Paid Search,UK
U05492,2025-05-31,Organic,Spain
U05493,2025-12-16,Paid Search,France
U05494,2025-05-02,Paid Social,France
U05495,2025-04-18,Paid Social,France
U05496,2025-01-04,Affiliate,Spain
U05497,2025-04-03,Paid Social,Germany
U05498,2025-01-06,Paid Social,Spain
U05499,2025-10-15,Organic,Spain
U05500,2025-04-16,Affiliate,Germany
U05501,2025-05-26,Paid Search,Germany
U05502,2025-09-28,Partnerships,Spain
U05503,2025-04-06,Paid Search,Germany
U05504,2025-08-17,Paid Social,France
U05505,2025-07-21,Affiliate,UK
U05506,2025-07-31,Paid Social,Germany
U05507,2025-01-06,Paid Social,UK
U05508,2025-04-22,Partnerships,France
U05509,2025-11-19,Organic,Germany
U05510,2025-04-16,Affiliate,Spain
U05511,2025-05-19,Paid Search,Spain
U05512,2025-10-26,Paid Social,France
U05513,2025-04-06,Paid Social,Germany
U05514,2025-12-03,Paid Social,Spain
U05515,2025-10-24,Paid Social,Germany
U05516,2025-08-02,Affiliate,UK
U05517,2025-10-18,Paid Search,Spain
U05518,2025-01-22,Paid Social,France
U05519,2025-07-12,Affiliate,Spain
U05520,2025-05-30,Paid Social,France
U05521,2025-09-04,Organic,France
U05522,2025-09-24,Paid Social,UK
U05523,2025-09-08,Organic,UK
U05524,2025-01-03,Organic,France
U05525,2025-11-12,Organic,Spain
U05526,2025-03-17,Paid Search,France
U05527,2025-03-28,Organic,Germany
U05528,2025-09-27,Paid Search,Germany
U05529,2025-08-13,Paid Search,Spain
U05530,2025-01-18,Paid Social,Spain
U05531,2025-04-23,Paid Search,UK
U05532,2025-09-08,Paid Search,Germany
U05533,2025-08-21,Paid Social,France
U05534,2025-11-25,Paid Search,France
U05535,2025-10-06,Partnerships,Germany
U05536,2025-07-21,Paid Search,Germany
U05537,2025-03-24,Affiliate,UK
U05538,2025-05-05,Organic,Germany
U05539,2025-06-24,Paid Social,UK
U05540,2025-03-10,Affiliate,Spain
U05541,2025-02-16,Organic,Spain
U05542,2025-09-13,Paid Search,Germany
U05543,2025-08-03,Paid Social,Germany
U05544,2025-01-30,Organic,Germany
U05545,2025-10-08,Organic,Germany
U05546,2025-08-25,Affiliate,France
U05547,2025-09-05,Paid Search,France
U05548,2025-01-25,Organic,Spain
U05549,2025-03-15,Paid Search,France
U05550,2025-07-25,Paid Social,Germany
U05551,2025-11-10,Paid Social,UK
U05552,2025-04-04,Paid Social,Spain
U05553,2025-05-07,Organic,Germany
U05554,2025-01-25,Organic,France
U05555,2025-11-30,Partnerships,UK
U05556,2025-12-21,Paid Search,UK
U05557,2025-04-26,Affiliate,France
U05558,2025-02-17,Partnerships,Germany
U05559,2025-08-14,Paid Social,UK
U05560,2025-09-23,Organic,UK
U05561,2025-04-09,Organic,France
U05562,2025-01-11,Affiliate,UK
U05563,2025-03-26,Paid Search,UK
U05564,2025-08-02,Partnerships,UK
U05565,2025-06-22,Organic,Spain
U05566,2025-07-28,Paid Social,Germany
U05567,2025-03-05,Organic,Germany
U05568,2025-09-15,Paid Social,France
U05569,2025-11-28,Affiliate,Germany
U05570,2025-05-01,Affiliate,UK
U05571,2025-10-25,Partnerships,Germany
U05572,2025-02-23,Organic,Spain
U05573,2025-11-27,Paid Search,UK
U05574,2025-09-29,Paid Social,UK
U05575,2025-08-29,Partnerships,Spain
U05576,2025-08-31,Paid Search,Spain
U05577,2025-01-18,Paid Social,Germany
U05578,2025-07-06,Paid Search,Germany
U05579,2025-12-12,Paid Search,Germany
U05580,2025-05-24,Partnerships,Spain
U05581,2025-09-19,Partnerships,Germany
U05582,2025-12-30,Paid Search,France
U05583,2025-08-27,Paid Search,Germany
U05584,2025-10-31,Paid Search,Spain
U05585,2025-10-25,Paid Social,Spain
U05586,2025-03-17,Paid Search,France
U05587,2025-07-07,Paid Social,UK
U05588,2025-11-29,Partnerships,France
U05589,2025-09-03,Partnerships,Spain
U05590,2025-05-10,Paid Social,UK
U05591,2025-11-11,Partnerships,France
U05592,2025-10-10,Organic,France
U05593,2025-03-20,Paid Social,UK
U05594,2025-03-13,Paid Social,France
U05595,2025-09-20,Affiliate,UK
U05596,2025-07-10,Paid Search,Germany
U05597,2025-03-04,Partnerships,UK
U05598,2025-01-12,Organic,France
U05599,2025-05-21,Paid Social,Germany
U05600,2025-09-11,Partnerships,Spain
U05601,2025-02-12,Partnerships,Spain
U05602,2025-01-17,Paid Search,Spain
U05603,2025-03-04,Paid Search,France
U05604,2025-09-10,Organic,Germany
U05605,2025-10-19,Organic,UK
U05606,2025-01-08,Organic,Spain
U05607,2025-11-21,Organic,Spain
U05608,2025-03-31,Paid Social,Germany
U05609,2025-07-27,Paid Search,Germany
U05610,2025-10-19,Paid Social,Germany
U05611,2025-10-11,Paid Search,France
U05612,2025-04-28,Organic,Germany
U05613,2025-12-15,Organic,UK
U05614,2025-06-24,Organic,UK
U05615,2025-03-17,Affiliate,Spain
U05616,2025-04-11,Paid Social,UK
U05617,2025-05-31,Paid Search,Germany
U05618,2025-09-27,Paid Social,UK
U05619,2025-03-12,Partnerships,Spain
U05620,2025-06-29,Paid Social,France
U05621,2025-05-04,Organic,UK
U05622,2025-10-20,Organic,Spain
U05623,2025-10-12,Paid Search,Spain
U05624,2025-07-14,Paid Search,Germany
U05625,2025-08-16,Partnerships,Spain
U05626,2025-10-02,Paid Search,UK
U05627,2025-04-16,Organic,Spain
U05628,2025-01-21,Affiliate,Spain
U05629,2025-03-05,Paid Search,Germany
U05630,2025-06-14,Paid Social,Germany
U05631,2025-01-27,Paid Social,UK
U05632,2025-11-07,Organic,Spain
U05633,2025-10-12,Paid Search,France
U05634,2025-05-28,Organic,Spain
U05635,2025-10-08,Partnerships,France
U05636,2025-11-22,Partnerships,UK
U05637,2025-11-15,Paid Search,Germany
U05638,2025-06-13,Affiliate,UK
U05639,2025-08-12,Affiliate,Germany
U05640,2025-09-29,Affiliate,Germany
U05641,2025-05-26,Organic,Spain
U05642,2025-12-22,Affiliate,Spain
U05643,2025-01-30,Organic,Germany
U05644,2025-02-14,Paid Search,France
U05645,2025-10-02,Organic,France
U05646,2025-02-03,Paid Search,Spain
U05647,2025-05-21,Organic,UK
U05648,2025-11-14,Organic,France
U05649,2025-08-09,Paid Social,Germany
U05650,2025-12-22,Affiliate,Spain
U05651,2025-01-22,Partnerships,Spain
U05652,2025-06-29,Paid Search,Germany
U05653,2025-11-25,Paid Social,UK
U05654,2025-08-19,Paid Social,Germany
U05655,2025-02-07,Organic,UK
U05656,2025-03-11,Organic,Spain
U05657,2025-04-26,Partnerships,UK
U05658,2025-08-27,Partnerships,Germany
U05659,2025-12-01,Partnerships,Spain
U05660,2025-05-28,Paid Social,France
U05661,2025-01-09,Paid Social,Spain
U05662,2025-10-15,Affiliate,Germany
U05663,2025-02-19,Organic,Germany
U05664,2025-12-04,Partnerships,Spain
U05665,2025-01-05,Affiliate,Spain
U05666,2025-12-09,Organic,Spain
U05667,2025-05-06,Paid Social,UK
U05668,2025-03-16,Partnerships,France
U05669,2025-06-14,Paid Social,UK
U05670,2025-10-05,Paid Social,Germany
U05671,2025-11-20,Affiliate,Spain
U05672,2025-10-27,Partnerships,UK
U05673,2025-10-17,Paid Social,UK
U05674,2025-03-18,Affiliate,Germany
U05675,2025-10-25,Partnerships,UK
U05676,2025-05-17,Organic,Germany
U05677,2025-04-16,Organic,UK
U05678,2025-04-05,Paid Social,France
U05679,2025-05-15,Organic,Germany
U05680,2025-03-09,Affiliate,France
U05681,2025-05-27,Organic,UK
U05682,2025-06-08,Partnerships,France
U05683,2025-06-12,Paid Search,France
U05684,2025-12-07,Paid Search,France
U05685,2025-07-08,Partnerships,UK
U05686,2025-12-05,Affiliate,Germany
U05687,2025-04-05,Partnerships,UK
U05688,2025-06-30,Paid Social,UK
U05689,2025-10-15,Paid Social,UK
U05690,2025-11-18,Paid Social,Germany
U05691,2025-07-06,Partnerships,Spain
U05692,2025-05-18,Paid Social,UK
U05693,2025-05-10,Partnerships,UK
U05694,2025-07-13,Paid Social,Germany
U05695,2025-11-12,Organic,Spain
U05696,2025-09-30,Paid Search,Spain
U05697,2025-12-18,Paid Search,Spain
U05698,2025-05-24,Partnerships,Spain
U05699,2025-01-16,Affiliate,Germany
U05700,2025-10-29,Paid Search,Germany
U05701,2025-09-02,Organic,Spain
U05702,2025-04-17,Paid Social,France
U05703,2025-03-29,Paid Social,Germany
U05704,2025-05-09,Paid Search,France
U05705,2025-12-07,Paid Social,France
U05706,2025-01-04,Paid Social,Spain
U05707,2025-11-23,Paid Social,Spain
U05708,2025-11-02,Organic,UK
U05709,2025-04-05,Paid Social,France
U05710,2025-07-28,Partnerships,UK
U05711,2025-08-13,Paid Search,Spain
U05712,2025-12-14,Paid Social,France
U05713,2025-11-17,Paid Search,Germany
U05714,2025-02-16,Organic,UK
U05715,2025-06-30,Affiliate,Spain
U05716,2025-04-16,Organic,France
U05717,2025-07-18,Paid Social,Spain
U05718,2025-04-16,Organic,UK
U05719,2025-10-07,Affiliate,Spain
U05720,2025-09-17,Paid Search,Spain
U05721,2025-04-18,Paid Social,Germany
U05722,2025-01-19,Paid Social,Spain
U05723,2025-10-23,Affiliate,France
U05724,2025-11-02,Paid Search,France
U05725,2025-06-20,Partnerships,Germany
U05726,2025-11-27,Affiliate,France
U05727,2025-07-14,Affiliate,Spain
U05728,2025-01-12,Paid Social,Spain
U05729,2025-07-14,Affiliate,France
U05730,2025-10-10,Paid Search,UK
U05731,2025-07-01,Paid Search,Spain
U05732,2025-11-01,Partnerships,France
U05733,2025-05-24,Paid Social,Spain
U05734,2025-11-12,Paid Social,Spain
U05735,2025-07-01,Paid Search,Germany
U05736,2025-01-30,Paid Social,France
U05737,2025-03-25,Paid Search,Spain
U05738,2025-06-15,Paid Social,UK
U05739,2025-10-11,Affiliate,France
U05740,2025-10-08,Paid Social,UK
U05741,2025-04-06,Organic,France
U05742,2025-09-23,Paid Social,UK
U05743,2025-10-25,Paid Social,UK
U05744,2025-10-23,Affiliate,France
U05745,2025-08-13,Paid Search,Germany
U05746,2025-11-29,Organic,Germany
U05747,2025-12-27,Affiliate,France
U05748,2025-02-11,Paid Search,Spain
U05749,2025-10-30,Organic,France
U05750,2025-09-03,Paid Search,France
U05751,2025-07-27,Organic,Spain
U05752,2025-08-25,Organic,France
U05753,2025-01-22,Affiliate,France
U05754,2025-07-04,Paid Search,Spain
U05755,2025-08-30,Paid Search,Spain
U05756,2025-12-29,Paid Social,Germany
U05757,2025-10-10,Paid Search,UK
U05758,2025-02-10,Paid Social,UK
U05759,2025-12-02,Organic,Germany
U05760,2025-06-11,Paid Social,Germany
U05761,2025-06-09,Partnerships,UK
U05762,2025-03-30,Partnerships,Germany
U05763,2025-11-18,Organic,France
U05764,2025-01-12,Paid Search,Germany
U05765,2025-03-14,Paid Social,Germany
U05766,2025-03-17,Organic,Germany
U05767,2025-12-12,Organic,Germany
U05768,2025-07-20,Organic,UK
U05769,2025-01-10,Partnerships,Spain
U05770,2025-12-18,Paid Search,UK
U05771,2025-08-14,Affiliate,UK
U05772,2025-06-25,Paid Search,Spain
U05773,2025-10-03,Affiliate,UK
U05774,2025-02-08,Affiliate,France
U05775,2025-03-01,Partnerships,Spain
U05776,2025-03-07,Organic,France
U05777,2025-11-17,Partnerships,UK
U05778,2025-05-04,Paid Social,UK
U05779,2025-06-13,Paid Search,Spain
U05780,2025-06-08,Organic,UK
U05781,2025-02-26,Paid Search,Germany
U05782,2025-03-19,Paid Search,France
U05783,2025-07-13,Paid Search,France
U05784,2025-10-12,Affiliate,Germany
U05785,2025-01-15,Paid Search,Spain
U05786,2025-01-12,Organic,Spain
U05787,2025-04-11,Organic,Germany
U05788,2025-06-05,Organic,Germany
U05789,2025-12-06,Paid Search,France
U05790,2025-05-05,Organic,Germany
U05791,2025-12-25,Organic,Germany
U05792,2025-10-07,Organic,Germany
U05793,2025-04-20,Partnerships,UK
U05794,2025-11-30,Partnerships,Germany
U05795,2025-12-23,Paid Search,UK
U05796,2025-05-26,Organic,France
U05797,2025-08-04,Paid Search,France
U05798,2025-06-11,Paid Social,Spain
U05799,2025-05-08,Organic,France
U05800,2025-11-10,Paid Social,Spain
U05801,2025-11-28,Paid Search,UK
U05802,2025-05-30,Organic,Germany
U05803,2025-02-05,Organic,France
U05804,2025-06-22,Paid Search,Germany
U05805,2025-01-22,Organic,Spain
U05806,2025-07-25,Paid Social,UK
U05807,2025-05-07,Paid Social,France
U05808,2025-12-02,Paid Social,Germany
U05809,2025-12-22,Paid Search,Spain
U05810,2025-08-05,Paid Social,Germany
U05811,2025-04-06,Paid Search,France
U05812,2025-06-13,Organic,Germany
U05813,2025-05-28,Partnerships,UK
U05814,2025-01-18,Organic,France
U05815,2025-10-21,Partnerships,Spain
U05816,2025-07-14,Paid Search,France
U05817,2025-05-31,Organic,Spain
U05818,2025-12-31,Organic,Spain
U05819,2025-05-03,Paid Social,France
U05820,2025-07-06,Paid Search,Spain
U05821,2025-05-29,Partnerships,France
U05822,2025-04-14,Partnerships,UK
U05823,2025-08-31,Organic,UK
U05824,2025-08-19,Paid Search,Germany
U05825,2025-07-25,Paid Search,UK
U05826,2025-07-17,Affiliate,Spain
U05827,2025-12-03,Affiliate,Germany
U05828,2025-03-28,Paid Search,Germany
U05829,2025-05-22,Paid Social,France
U05830,2025-11-13,Affiliate,Germany
U05831,2025-07-18,Partnerships,France
U05832,2025-02-15,Paid Social,Germany
U05833,2025-10-15,Paid Social,UK
U05834,2025-01-15,Organic,France
U05835,2025-02-13,Organic,Spain
U05836,2025-06-18,Paid Search,Germany
U05837,2025-11-06,Paid Social,UK
U05838,2025-02-13,Organic,UK
U05839,2025-04-08,Paid Social,France
U05840,2025-09-18,Partnerships,France
U05841,2025-04-19,Affiliate,France
U05842,2025-10-10,Paid Social,Spain
U05843,2025-12-09,Partnerships,Spain
U05844,2025-04-14,Partnerships,Spain
U05845,2025-09-13,Affiliate,Germany
U05846,2025-07-25,Paid Search,Spain
U05847,2025-12-01,Organic,France
U05848,2025-02-12,Paid Social,UK
U05849,2025-12-19,Affiliate,UK
U05850,2025-09-02,Organic,France
U05851,2025-10-14,Paid Social,Spain
U05852,2025-12-21,Organic,Spain
U05853,2025-09-30,Organic,France
U05854,2025-03-24,Paid Social,UK
U05855,2025-04-20,Paid Social,Germany
U05856,2025-07-09,Organic,UK
U05857,2025-10-15,Paid Search,Spain
U05858,2025-09-08,Paid Search,UK
U05859,2025-07-31,Organic,Spain
U05860,2025-10-18,Organic,UK
U05861,2025-05-13,Organic,France
U05862,2025-07-20,Paid Search,Spain
U05863,2025-10-12,Paid Search,Germany
U05864,2025-11-22,Paid Search,Germany
U05865,2025-04-05,Partnerships,France
U05866,2025-10-05,Affiliate,UK
U05867,2025-11-21,Paid Social,France
U05868,2025-08-07,Paid Search,France
U05869,2025-03-30,Affiliate,Germany
U05870,2025-03-13,Affiliate,Germany
U05871,2025-09-04,Paid Search,Spain
U05872,2025-05-09,Organic,Spain
U05873,2025-07-31,Paid Search,Spain
U05874,2025-12-09,Partnerships,France
U05875,2025-04-06,Organic,France
U05876,2025-03-16,Affiliate,Spain
U05877,2025-02-23,Paid Search,Germany
U05878,2025-12-10,Paid Social,Germany
U05879,2025-02-23,Organic,UK
U05880,2025-08-06,Paid Social,Spain
U05881,2025-01-16,Partnerships,France
U05882,2025-04-09,Organic,UK
U05883,2025-01-20,Organic,UK
U05884,2025-02-15,Affiliate,UK
U05885,2025-07-12,Organic,Spain
U05886,2025-02-27,Organic,Spain
U05887,2025-04-21,Paid Social,Spain
U05888,2025-05-09,Paid Social,Germany
U05889,2025-12-03,Paid Search,UK
U05890,2025-07-13,Paid Search,Germany
U05891,2025-12-06,Organic,Spain
U05892,2025-11-22,Affiliate,Germany
U05893,2025-01-08,Organic,Germany
U05894,2025-01-29,Organic,France
U05895,2025-04-22,Partnerships,Spain
U05896,2025-06-10,Affiliate,UK
U05897,2025-05-11,Paid Search,Spain
U05898,2025-07-07,Organic,Germany
U05899,2025-06-12,Paid Social,Spain
U05900,2025-07-16,Affiliate,Spain
U05901,2025-12-30,Paid Search,France
U05902,2025-07-23,Organic,France
U05903,2025-07-31,Organic,Spain
U05904,2025-04-19,Affiliate,France
U05905,2025-10-03,Affiliate,Germany
U05906,2025-03-14,Partnerships,Germany
U05907,2025-06-16,Paid Social,Germany
U05908,2025-09-17,Paid Search,France
U05909,2025-08-31,Partnerships,Spain
U05910,2025-10-02,Paid Search,Germany
U05911,2025-04-12,Paid Social,UK
U05912,2025-06-22,Paid Social,Germany
U05913,2025-06-20,Paid Social,Spain
U05914,2025-05-21,Paid Search,Germany
U05915,2025-07-07,Paid Social,UK
U05916,2025-03-27,Paid Social,Germany
U05917,2025-02-21,Paid Social,Germany
U05918,2025-04-21,Partnerships,Spain
U05919,2025-12-31,Organic,Germany
U05920,2025-12-08,Paid Search,Germany
U05921,2025-02-12,Organic,France
U05922,2025-07-30,Paid Social,Spain
U05923,2025-07-19,Affiliate,Spain
U05924,2025-10-25,Affiliate,Spain
U05925,2025-12-12,Affiliate,Spain
U05926,2025-08-28,Partnerships,Germany
U05927,2025-04-25,Paid Social,UK
U05928,2025-01-26,Paid Social,UK
U05929,2025-10-26,Organic,France
U05930,2025-03-18,Paid Search,Germany
U05931,2025-05-17,Paid Search,Spain
U05932,2025-01-20,Paid Search,Spain
U05933,2025-07-30,Paid Search,UK
U05934,2025-08-28,Affiliate,France
U05935,2025-02-08,Affiliate,Germany
U05936,2025-09-25,Paid Social,France
U05937,2025-07-26,Paid Search,Germany
U05938,2025-09-24,Partnerships,France
U05939,2025-06-03,Organic,France
U05940,2025-02-11,Organic,Spain
U05941,2025-01-11,Organic,UK
U05942,2025-10-21,Organic,Spain
U05943,2025-04-08,Organic,UK
U05944,2025-10-02,Affiliate,France
U05945,2025-08-18,Paid Search,Germany
U05946,2025-08-08,Affiliate,Spain
U05947,2025-03-06,Paid Search,Germany
U05948,2025-12-21,Organic,Spain
U05949,2025-08-20,Paid Social,Spain
U05950,2025-11-24,Partnerships,Spain
U05951,2025-02-21,Paid Search,Germany
U05952,2025-09-20,Affiliate,Spain
U05953,2025-09-24,Paid Social,Spain
U05954,2025-12-25,Paid Social,Spain
U05955,2025-11-13,Paid Social,Germany
U05956,2025-11-20,Paid Search,Spain
U05957,2025-06-03,Paid Social,Germany
U05958,2025-12-24,Paid Social,UK
U05959,2025-05-20,Organic,Spain
U05960,2025-02-20,Paid Social,France
U05961,2025-04-27,Paid Social,UK
U05962,2025-02-15,Organic,Germany
U05963,2025-11-05,Affiliate,France
U05964,2025-03-29,Paid Social,Germany
U05965,2025-07-27,Paid Social,Germany
U05966,2025-09-26,Organic,Spain
U05967,2025-03-30,Paid Social,France
U05968,2025-04-28,Paid Social,Germany
U05969,2025-02-23,Organic,UK
U05970,2025-04-26,Paid Search,Spain
U05971,2025-04-28,Organic,UK
U05972,2025-09-17,Paid Social,UK
U05973,2025-03-16,Affiliate,Spain
U05974,2025-11-01,Organic,Germany
U05975,2025-01-07,Paid Social,UK
U05976,2025-05-02,Organic,Germany
U05977,2025-01-11,Organic,Germany
U05978,2025-12-14,Paid Social,Spain
U05979,2025-08-03,Organic,UK
U05980,2025-10-06,Paid Search,UK
U05981,2025-01-28,Organic,Spain
