week,country,channel,roas,cost_per_conversion,avg_orders_per_user_5w,spend_share_pct,total_5w_revenue,total_spend,converted_users,total_orders_5w,roas_score,order_frequency_score,cpa_score,base_composite_score,adjusted_composite_score,channel_rank,recommendation
2025-05-05,Germany,Paid Search,0.0148,921.26,0.1053,42.11,259.55,17503.92,19,2,0.019,0.0,0.193,0.0707,0.0707,3,Scale down / deprioritize
2025-05-05,Germany,Paid Social,0.0083,1122.77,0.1429,37.81,130.33,15718.77,14,2,0.0,0.0952,0.0,0.0317,0.0314,4,Scale down / deprioritize
2025-05-05,Germany,Partnerships,,,0.5,,142.69,,4,2,,1.0,,,,5,Scale down / deprioritize
2025-05-05,Spain,Paid Search,0.1504,218.68,0.4706,9.98,559.19,3717.53,17,8,1.0,1.0,1.0,1.0,0.913,1,Scale up
2025-05-05,Spain,Partnerships,0.0964,252.73,0.125,5.43,194.86,2021.84,8,1,0.6407,0.2656,0.9687,0.625,0.5625,2,Maintain / optimize
2025-05-05,Spain,Affiliate,0.0,260.17,0.0,5.59,0.0,2081.33,8,0,0.0,0.0,0.9618,0.3206,0.2887,3,Scale down / deprioritize
2025-05-05,Spain,Organic,0.0164,837.66,0.1111,40.47,246.89,15077.84,18,2,0.1089,0.2361,0.4305,0.2585,0.2585,4,Scale down / deprioritize
2025-05-05,Spain,Paid Social,0.0237,1305.49,0.2727,38.54,339.66,14360.43,11,3,0.1572,0.5795,0.0,0.2456,0.2442,5,Scale down / deprioritize
2025-05-05,UK,Partnerships,0.0301,1446.81,0.2857,29.76,304.63,10127.66,7,2,1.0,1.0,0.4035,0.8012,0.7388,1,Maintain / optimize
2025-05-05,UK,Affiliate,0.0106,1691.39,0.2222,44.73,162.01,15222.48,9,2,0.3538,0.7778,0.0,0.3772,0.3772,2,Scale down / deprioritize
2025-05-05,UK,Paid Search,0.0,1085.31,0.0,25.51,0.0,8682.46,8,0,0.0,0.0,1.0,0.3333,0.3,3,Scale down / deprioritize
2025-05-05,UK,Organic,,,0.0,,0.0,,9,0,,0.0,,,,4,Scale down / deprioritize
2025-05-05,UK,Paid Social,,,0.1176,,181.87,,17,2,,0.4118,,,,4,Scale down / deprioritize
2025-05-12,France,Paid Social,0.0517,744.76,0.3571,43.3,539.32,10426.65,14,5,1.0,1.0,0.1342,0.7114,0.708,1,Maintain / optimize
2025-05-12,France,Partnerships,0.0,568.94,0.0,11.81,0.0,2844.72,5,0,0.0,0.0,1.0,0.3333,0.3,2,Scale down / deprioritize
2025-05-12,France,Paid Search,0.0076,772.02,0.1429,44.89,81.63,10808.27,14,2,0.146,0.4,0.0,0.182,0.182,3,Scale down / deprioritize
2025-05-12,France,Affiliate,,,0.25,,302.47,,12,3,,0.7,,,,4,Scale down / deprioritize
2025-05-12,France,Organic,,,0.0833,,263.25,,12,1,,0.2333,,,,4,Scale down / deprioritize
2025-05-12,Germany,Affiliate,0.0168,691.16,0.125,13.77,92.65,5529.29,8,1,1.0,0.875,0.9115,0.9288,0.836,1,Scale up
2025-05-12,Germany,Organic,0.0107,504.23,0.1429,17.58,75.51,7059.17,14,2,0.6384,1.0,1.0,0.8795,0.8047,2,Scale up
2025-05-12,Germany,Paid Search,0.0033,790.62,0.0667,29.54,38.67,11859.37,15,1,0.1946,0.4667,0.8645,0.5086,0.4894,3,Maintain / optimize
2025-05-12,Germany,Partnerships,0.0,2617.5,0.0,39.11,0.0,15704.98,6,0,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-05-12,Germany,Paid Social,,,0.0769,,34.79,,13,1,,0.5385,,,,5,Scale down / deprioritize
2025-05-12,Spain,Paid Search,0.0104,1275.92,0.25,16.71,106.08,10207.39,8,2,1.0,1.0,0.9177,0.9726,0.8753,1,Scale up
2025-05-12,Spain,Paid Social,0.0101,1104.02,0.0909,19.88,122.34,12144.27,11,1,0.9693,0.3636,1.0,0.7777,0.7414,2,Maintain / optimize
2025-05-12,Spain,Organic,0.0089,2428.0,0.2,19.87,107.61,12139.99,5,1,0.8529,0.8,0.3664,0.6731,0.6417,3,Maintain / optimize
2025-05-12,Spain,Affiliate,0.0088,3193.47,0.25,20.91,112.1,12773.9,4,1,0.8444,1.0,0.0,0.6148,0.5968,4,Maintain / optimize
2025-05-12,Spain,Partnerships,0.0,2305.56,0.0,22.64,0.0,13833.35,6,0,0.0,0.0,0.425,0.1417,0.1417,5,Scale down / deprioritize
2025-05-12,UK,Paid Search,0.051,366.01,0.1765,12.4,317.46,6222.21,17,3,1.0,0.1765,1.0,0.7255,0.6655,1,Maintain / optimize
2025-05-12,UK,Partnerships,0.034,4237.68,1.0,8.44,144.08,4237.68,1,1,0.6664,1.0,0.0,0.5555,0.4999,2,Maintain / optimize
2025-05-12,UK,Paid Social,0.0141,1210.62,0.1538,31.36,221.49,15738.12,13,2,0.2758,0.1538,0.7818,0.4038,0.4038,3,Maintain / optimize
2025-05-12,UK,Organic,0.0,834.63,0.0,18.29,0.0,9180.9,11,0,0.0,0.0,0.879,0.293,0.2763,4,Scale down / deprioritize
2025-05-12,UK,Affiliate,0.0032,3701.07,0.25,29.5,47.3,14804.3,4,1,0.0626,0.25,0.1386,0.1504,0.1492,5,Scale down / deprioritize
2025-05-19,France,Paid Social,0.0678,697.25,0.4615,21.77,614.81,9064.23,13,6,1.0,0.3846,0.9771,0.7873,0.7468,1,Maintain / optimize
2025-05-19,France,Organic,0.0398,565.29,0.2857,19.01,315.33,7914.07,14,4,0.5709,0.1837,1.0,0.5849,0.5428,2,Maintain / optimize
2025-05-19,France,Paid Search,0.0117,1493.91,0.125,28.7,139.76,11951.29,8,1,0.1393,0.0,0.8391,0.3261,0.3261,3,Scale down / deprioritize
2025-05-19,France,Affiliate,0.0026,6337.48,1.0,15.22,16.54,6337.48,1,1,0.0,1.0,0.0,0.3333,0.3,4,Scale down / deprioritize
2025-05-19,France,Partnerships,0.0033,1593.48,0.25,15.31,21.01,6373.94,4,1,0.0105,0.1429,0.8219,0.3251,0.2928,5,Scale down / deprioritize
2025-05-19,Germany,Paid Social,0.073,238.33,0.1818,11.03,382.93,5243.33,22,4,1.0,0.6694,1.0,0.8898,0.8188,1,Scale up
2025-05-19,Germany,Paid Search,0.0327,260.68,0.2222,4.93,76.61,2346.16,9,2,0.4038,1.0,0.9844,0.7961,0.7165,2,Maintain / optimize
2025-05-19,Germany,Partnerships,0.0161,900.78,0.1818,20.84,159.5,9908.55,11,2,0.1594,0.6694,0.5371,0.4553,0.4338,3,Maintain / optimize
2025-05-19,Germany,Organic,0.0204,785.33,0.1176,28.08,272.53,13350.61,17,2,0.2231,0.1444,0.6178,0.3284,0.3208,4,Scale down / deprioritize
2025-05-19,Germany,Affiliate,0.0053,1669.54,0.1,35.12,88.54,16695.4,10,1,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-05-19,Spain,Affiliate,0.007,2165.45,0.25,100.0,61.05,8661.81,4,1,1.0,1.0,1.0,1.0,1.0,1,Scale up
2025-05-19,Spain,Organic,,,0.1875,,199.44,,16,3,1.0,0.75,1.0,0.9167,0.9167,2,Scale up
2025-05-19,Spain,Partnerships,,,0.1667,,96.95,,6,1,1.0,0.6667,1.0,0.8889,0.8889,3,Scale up
2025-05-19,Spain,Paid Social,,,0.1333,,134.69,,15,2,1.0,0.5333,1.0,0.8444,0.8444,4,Scale up
2025-05-19,Spain,Paid Search,,,0.0,,0.0,,9,0,1.0,0.0,1.0,0.6667,0.6667,5,Maintain / optimize
2025-05-19,UK,Organic,0.0502,978.42,0.3571,23.48,687.72,13697.86,14,5,1.0,0.5952,0.8464,0.8139,0.7795,1,Scale up
2025-05-19,UK,Paid Search,0.0456,576.44,0.2308,12.85,341.45,7493.68,13,3,0.9076,0.3846,1.0,0.7641,0.6951,2,Maintain / optimize
2025-05-19,UK,Partnerships,0.0247,1248.33,0.6,10.7,154.06,6241.67,5,3,0.4916,1.0,0.7433,0.745,0.6705,3,Maintain / optimize
2025-05-19,UK,Paid Social,0.011,977.48,0.0833,20.11,129.37,11729.74,12,1,0.2197,0.1389,0.8468,0.4018,0.3787,4,Scale down / deprioritize
2025-05-19,UK,Affiliate,0.0,3194.3,0.0,32.86,0.0,19165.79,6,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-05-26,France,Paid Social,0.0291,538.23,0.25,24.32,250.41,8611.61,16,4,0.2266,1.0,0.7822,0.6696,0.6348,1,Maintain / optimize
2025-05-26,France,Paid Search,0.0933,136.79,0.1176,6.57,216.88,2325.46,17,2,1.0,0.0,1.0,0.6667,0.6019,2,Maintain / optimize
2025-05-26,France,Partnerships,0.0315,275.73,0.1429,5.45,60.86,1930.14,7,1,0.2561,0.1905,0.9246,0.4571,0.4114,3,Maintain / optimize
2025-05-26,France,Organic,0.0256,419.42,0.125,18.95,171.56,6710.78,16,2,0.1842,0.0556,0.8466,0.3621,0.3384,4,Scale down / deprioritize
2025-05-26,France,Affiliate,0.0103,1979.64,0.125,44.72,162.77,15837.13,8,1,0.0,0.0556,0.0,0.0185,0.0185,5,Scale down / deprioritize
2025-05-26,Germany,Organic,0.0564,793.34,0.3571,15.35,626.05,11106.76,14,5,1.0,1.0,0.9375,0.9792,0.8812,1,Scale up
2025-05-26,Germany,Paid Social,0.0356,609.58,0.2857,17.69,455.25,12801.2,21,6,0.6309,0.8,1.0,0.8103,0.75,2,Scale up
2025-05-26,Germany,Paid Search,0.0083,1399.08,0.0833,23.2,139.25,16789.0,12,1,0.1471,0.2333,0.7314,0.3706,0.3653,3,Scale down / deprioritize
2025-05-26,Germany,Affiliate,0.0087,1739.16,0.125,19.23,120.63,13913.27,8,1,0.1538,0.35,0.6157,0.3732,0.3516,4,Scale down / deprioritize
2025-05-26,Germany,Partnerships,0.0,3548.92,0.0,24.52,0.0,17744.6,5,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-05-26,Spain,Paid Search,0.0815,164.32,0.1667,5.95,160.62,1971.85,12,2,0.7803,0.75,0.9784,0.8362,0.7577,1,Scale up
2025-05-26,Spain,Paid Social,0.1044,60.55,0.0714,2.56,88.49,847.67,14,1,1.0,0.3214,1.0,0.7738,0.6964,2,Maintain / optimize
2025-05-26,Spain,Organic,0.054,168.97,0.1579,9.69,173.25,3210.4,19,3,0.5169,0.7105,0.9774,0.735,0.6708,3,Maintain / optimize
2025-05-26,Spain,Affiliate,0.0265,848.62,0.2222,23.05,202.12,7637.57,9,2,0.2535,1.0,0.836,0.6965,0.6523,4,Maintain / optimize
2025-05-26,Spain,Partnerships,0.0,4865.36,0.0,58.74,0.0,19461.43,4,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-05-26,UK,Paid Social,0.0815,164.28,0.1538,4.4,174.01,2135.59,13,2,1.0,0.1892,1.0,0.7297,0.6568,1,Maintain / optimize
2025-05-26,UK,Organic,0.0216,1522.89,0.3846,40.82,428.36,19797.53,13,5,0.2361,1.0,0.1767,0.4709,0.4709,2,Maintain / optimize
2025-05-26,UK,Partnerships,0.0367,701.76,0.1667,17.36,309.41,8421.15,12,2,0.4289,0.2342,0.6743,0.4458,0.4171,3,Maintain / optimize
2025-05-26,UK,Affiliate,0.0031,1814.49,0.1,37.41,56.95,18144.92,10,1,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-05-26,UK,Paid Search,,,0.3846,,641.32,,13,5,,1.0,,,,5,Scale down / deprioritize
2025-06-02,France,Organic,0.0266,874.89,0.2222,26.46,419.66,15747.98,18,4,1.0,0.4444,1.0,0.8148,0.7932,1,Scale up
2025-06-02,France,Partnerships,0.0095,4470.98,0.5,30.05,170.65,17883.9,4,2,0.3581,1.0,0.0,0.4527,0.4488,2,Maintain / optimize
2025-06-02,France,Paid Search,0.0,1351.7,0.0,31.8,0.0,18923.81,14,0,0.0,0.0,0.8674,0.2891,0.2891,3,Scale down / deprioritize
2025-06-02,France,Affiliate,0.0,1389.97,0.0,11.68,0.0,6949.85,5,0,0.0,0.0,0.8568,0.2856,0.257,4,Scale down / deprioritize
2025-06-02,France,Paid Social,,,0.0909,,72.98,,11,1,,0.1818,,,,5,Scale down / deprioritize
2025-06-02,Germany,Partnerships,0.0604,1197.47,0.8333,18.0,433.7,7184.81,6,5,1.0,1.0,0.2501,0.75,0.6911,1,Maintain / optimize
2025-06-02,Germany,Paid Search,0.0389,433.34,0.1667,13.02,202.41,5200.07,12,2,0.5862,0.0769,1.0,0.5544,0.4989,2,Maintain / optimize
2025-06-02,Germany,Paid Social,0.0086,851.15,0.1176,36.24,123.73,14469.52,17,2,0.0,0.009,0.59,0.1997,0.1997,3,Scale down / deprioritize
2025-06-02,Germany,Affiliate,0.0312,1452.3,0.1111,32.74,407.74,13070.67,9,1,0.437,0.0,0.0,0.1457,0.1435,4,Scale down / deprioritize
2025-06-02,Germany,Organic,,,0.1765,,153.75,,17,3,,0.0905,,,,5,Scale down / deprioritize
2025-06-02,Spain,Affiliate,0.0769,403.85,0.4,13.27,155.25,2019.23,5,2,1.0,1.0,0.574,0.858,0.7722,1,Scale up
2025-06-02,Spain,Paid Social,0.0441,628.42,0.3333,37.17,249.25,5655.77,9,3,0.5732,0.8333,0.0,0.4688,0.4688,2,Maintain / optimize
2025-06-02,Spain,Paid Search,0.0,237.16,0.0,24.94,0.0,3794.57,16,0,0.0,0.0,1.0,0.3333,0.3163,3,Scale down / deprioritize
2025-06-02,Spain,Organic,0.0,374.68,0.0,24.62,0.0,3746.82,10,0,0.0,0.0,0.6485,0.2162,0.2048,4,Scale down / deprioritize
2025-06-02,Spain,Partnerships,,,0.2,,134.44,,5,1,,0.5,,,,5,Scale down / deprioritize
2025-06-02,UK,Organic,0.0326,1286.25,0.3333,12.34,251.73,7717.48,6,2,1.0,0.7778,0.9918,0.9232,0.8309,1,Scale up
2025-06-02,UK,Affiliate,0.0083,2185.22,0.3333,31.44,162.7,19667.01,9,3,0.2536,0.7778,0.3418,0.4577,0.4577,2,Maintain / optimize
2025-06-02,UK,Partnerships,0.0115,2657.95,0.4286,29.74,213.77,18605.67,7,3,0.3522,1.0,0.0,0.4507,0.4467,3,Maintain / optimize
2025-06-02,UK,Paid Social,0.0,1274.91,0.0,26.49,0.0,16573.8,13,0,0.0,0.0,1.0,0.3333,0.3247,4,Scale down / deprioritize
2025-06-02,UK,Paid Search,,,0.2941,,721.67,,17,5,,0.6863,,,,5,Scale down / deprioritize
2025-06-09,France,Paid Social,0.0297,896.95,0.2667,41.0,399.58,13454.18,15,4,1.0,0.4815,0.8905,0.7907,0.7907,1,Scale up
2025-06-09,France,Partnerships,0.0289,532.2,0.25,6.49,61.61,2128.79,4,1,0.9684,0.4444,0.9502,0.7877,0.7089,2,Maintain / optimize
2025-06-09,France,Affiliate,0.0057,6343.33,0.5,38.66,72.21,12686.66,2,1,0.0,1.0,0.0,0.3333,0.3311,3,Scale down / deprioritize
2025-06-09,France,Paid Search,0.0067,227.4,0.05,13.86,30.29,4547.98,20,1,0.0403,0.0,1.0,0.3468,0.3195,4,Scale down / deprioritize
2025-06-09,France,Organic,,,0.1333,,260.72,,15,2,,0.1852,,,,5,Scale down / deprioritize
2025-06-09,Germany,Organic,0.0224,1270.42,0.1538,28.15,370.46,16515.46,13,2,1.0,0.7692,0.6521,0.8071,0.7938,1,Scale up
2025-06-09,Germany,Paid Search,0.0155,1259.9,0.2,32.22,292.1,18898.48,15,3,0.6891,1.0,0.6569,0.782,0.782,2,Scale up
2025-06-09,Germany,Paid Social,0.0122,1034.62,0.2,8.82,63.33,5173.08,5,1,0.5458,1.0,0.7586,0.7681,0.6949,3,Maintain / optimize
2025-06-09,Germany,Affiliate,0.0044,500.19,0.1111,7.67,19.8,4501.7,9,1,0.1961,0.5556,1.0,0.5839,0.5255,4,Maintain / optimize
2025-06-09,Germany,Partnerships,0.0,2714.44,0.0,23.14,0.0,13572.18,5,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-06-09,Spain,Partnerships,0.0256,1239.03,0.4444,18.62,285.26,11151.26,9,4,0.9549,1.0,0.0483,0.6678,0.6371,1,Maintain / optimize
2025-06-09,Spain,Paid Search,0.0266,894.33,0.25,23.9,380.59,14309.35,16,4,1.0,0.4615,0.4189,0.6268,0.6268,2,Maintain / optimize
2025-06-09,Spain,Paid Social,0.012,353.9,0.0952,12.41,89.1,7432.0,21,2,0.3521,0.033,1.0,0.4617,0.4155,3,Maintain / optimize
2025-06-09,Spain,Affiliate,0.0144,1178.74,0.0833,23.62,203.46,14144.9,12,1,0.4583,0.0,0.1131,0.1905,0.19,4,Scale down / deprioritize
2025-06-09,Spain,Organic,0.0041,1283.98,0.1,21.44,52.01,12839.77,10,1,0.0,0.0462,0.0,0.0154,0.0151,5,Scale down / deprioritize
2025-06-09,UK,Affiliate,0.0458,460.85,0.25,10.07,168.88,3686.78,8,2,1.0,0.7955,1.0,0.9318,0.8386,1,Scale up
2025-06-09,UK,Organic,0.0407,520.98,0.2105,27.03,402.72,9898.58,19,4,0.8759,0.5694,0.9409,0.7954,0.7765,2,Scale up
2025-06-09,UK,Paid Social,0.0207,622.47,0.1111,30.6,231.54,11204.51,18,2,0.3906,0.0,0.8413,0.4106,0.4075,3,Maintain / optimize
2025-06-09,UK,Partnerships,0.0045,1478.97,0.125,32.31,53.8,11831.78,8,1,0.0,0.0795,0.0,0.0265,0.0265,4,Scale down / deprioritize
2025-06-09,UK,Paid Search,,,0.2857,,157.77,,7,2,,1.0,,,,5,Scale down / deprioritize
2025-06-16,France,Paid Search,0.0916,340.26,0.2353,16.88,530.12,5784.43,17,4,1.0,1.0,0.964,0.988,0.9168,1,Scale up
2025-06-16,France,Paid Social,0.0742,125.31,0.0833,4.39,111.63,1503.74,12,1,0.81,0.3542,1.0,0.7214,0.6493,2,Maintain / optimize
2025-06-16,France,Affiliate,0.0417,447.92,0.1111,11.77,168.04,4031.31,9,1,0.4548,0.4722,0.9459,0.6243,0.5722,3,Maintain / optimize
2025-06-16,France,Organic,0.0068,936.03,0.1111,49.18,114.8,16848.49,18,2,0.0743,0.4722,0.8641,0.4702,0.4702,4,Maintain / optimize
2025-06-16,France,Partnerships,0.0,6090.26,0.0,17.78,0.0,6090.26,1,0,0.0,0.0,0.0,0.0,0.0,5,Scale down / deprioritize
2025-06-16,Germany,Paid Search,0.1803,237.82,0.4,6.57,643.01,3567.32,15,6,1.0,1.0,1.0,1.0,0.9,1,Scale up
2025-06-16,Germany,Organic,0.0053,568.23,0.1,10.47,30.21,5682.26,10,1,0.0295,0.25,0.8593,0.3796,0.3475,2,Scale down / deprioritize
2025-06-16,Germany,Paid Social,0.0139,1148.31,0.1333,31.74,239.26,17224.7,15,2,0.0771,0.3333,0.6123,0.3409,0.3409,3,Scale down / deprioritize
2025-06-16,Germany,Partnerships,0.0049,2585.98,0.1667,28.59,75.98,15515.87,6,1,0.0272,0.4167,0.0,0.1479,0.1461,4,Scale down / deprioritize
2025-06-16,Germany,Affiliate,0.0,2046.96,0.0,22.63,0.0,12281.74,6,0,0.0,0.0,0.2296,0.0765,0.0737,5,Scale down / deprioritize
2025-06-16,Spain,Paid Search,0.1051,287.58,0.0833,6.27,362.64,3450.99,12,1,1.0,0.25,1.0,0.75,0.6821,1,Maintain / optimize
2025-06-16,Spain,Organic,0.0163,1698.65,0.3,30.84,276.96,16986.55,10,3,0.1552,0.9,0.7305,0.5952,0.5952,2,Maintain / optimize
2025-06-16,Spain,Paid Social,0.0102,2003.12,0.25,29.09,163.55,16024.92,8,2,0.0971,0.75,0.6724,0.5065,0.5033,3,Maintain / optimize
2025-06-16,Spain,Partnerships,0.0041,5524.41,0.3333,30.09,68.5,16573.23,3,1,0.0393,1.0,0.0,0.3464,0.3455,4,Scale down / deprioritize
2025-06-16,Spain,Affiliate,0.0,340.4,0.0,3.71,0.0,2042.39,6,0,0.0,0.0,0.9899,0.33,0.297,5,Scale down / deprioritize
2025-06-16,UK,Paid Search,0.0221,188.13,0.0769,9.79,54.06,2445.67,13,1,1.0,0.2885,1.0,0.7628,0.6865,1,Maintain / optimize
2025-06-16,UK,Affiliate,0.0,1012.09,0.0,52.69,0.0,13157.2,13,0,0.0,0.0,0.8167,0.2722,0.2722,2,Scale down / deprioritize
2025-06-16,UK,Partnerships,0.0,4684.1,0.0,37.52,0.0,9368.2,2,0,0.0,0.0,0.0,0.0,0.0,3,Scale down / deprioritize
2025-06-16,UK,Organic,,,0.2667,,341.87,,15,4,,1.0,,,,4,Scale down / deprioritize
2025-06-16,UK,Paid Social,,,0.0,,0.0,,9,0,,0.0,,,,4,Scale down / deprioritize
2025-06-23,France,Paid Search,0.0318,402.72,0.0833,12.99,153.64,4832.65,12,1,1.0,0.125,1.0,0.7083,0.6375,1,Maintain / optimize
2025-06-23,France,Paid Social,0.016,781.53,0.1,42.02,250.09,15630.54,20,2,0.5033,0.15,0.5706,0.4079,0.4079,2,Maintain / optimize
2025-06-23,France,Affiliate,0.0176,1284.83,0.2222,31.08,203.99,11563.46,9,2,0.5549,0.3333,0.0,0.2961,0.2849,3,Scale down / deprioritize
2025-06-23,France,Organic,0.0,646.85,0.0,13.91,0.0,5174.81,8,0,0.0,0.0,0.7232,0.2411,0.2177,4,Scale down / deprioritize
2025-06-23,France,Partnerships,,,0.6667,,174.71,,3,2,,1.0,,,,5,Scale down / deprioritize
2025-06-23,Germany,Paid Social,0.0445,283.88,0.1176,17.77,214.58,4825.93,17,2,1.0,0.4118,0.986,0.7992,0.7373,1,Maintain / optimize
2025-06-23,Germany,Organic,0.0158,675.41,0.2,24.87,106.75,6754.11,10,2,0.3555,0.7,0.8577,0.6377,0.5997,2,Maintain / optimize
2025-06-23,Germany,Paid Search,0.0126,241.03,0.1,8.87,30.31,2410.33,10,1,0.2828,0.35,1.0,0.5443,0.4898,3,Maintain / optimize
2025-06-23,Germany,Partnerships,0.0,3292.95,0.0,48.49,0.0,13171.81,4,0,0.0,0.0,0.0,0.0,0.0,4,Scale down / deprioritize
2025-06-23,Germany,Affiliate,,,0.2857,,96.83,,7,2,,1.0,,,,5,Scale down / deprioritize
2025-06-23,Spain,Paid Search,0.0231,792.92,0.2353,24.81,311.48,13479.61,17,4,1.0,0.7059,0.962,0.8893,0.8513,1,Scale up
2025-06-23,Spain,Paid Social,0.0159,1123.85,0.1765,35.16,303.45,19105.41,17,3,0.6874,0.5294,0.7569,0.6579,0.6579,2,Maintain / optimize
2025-06-23,Spain,Partnerships,0.0032,2345.7,0.3333,12.95,22.72,7037.1,3,1,0.1397,1.0,0.0,0.3799,0.3451,3,Scale down / deprioritize
2025-06-23,Spain,Organic,0.0,731.52,0.0,16.15,0.0,8778.22,12,0,0.0,0.0,1.0,0.3333,0.3072,4,Scale down / deprioritize
2025-06-23,Spain,Affiliate,0.0,1188.33,0.0,10.93,0.0,5941.64,5,0,0.0,0.0,0.717,0.239,0.2151,5,Scale down / deprioritize
2025-06-23,UK,Paid Search,0.396,41.36,0.2143,1.68,229.29,579.05,14,3,1.0,0.5357,1.0,0.8452,0.7607,1,Scale up
2025-06-23,UK,Affiliate,0.053,726.25,0.4,10.55,192.28,3631.24,5,2,0.1337,1.0,0.4726,0.5355,0.4935,2,Maintain / optimize
2025-06-23,UK,Partnerships,0.0,210.41,0.0,2.45,0.0,841.65,4,0,0.0,0.0,0.8698,0.2899,0.2615,3,Scale down / deprioritize
2025-06-23,UK,Paid Social,0.007,1329.92,0.0909,42.5,103.06,14629.1,11,1,0.0178,0.2273,0.0078,0.0843,0.0842,4,Scale down / deprioritize
2025-06-23,UK,Organic,0.0053,1340.09,0.0909,42.82,77.51,14740.96,11,1,0.0133,0.2273,0.0,0.0802,0.0802,5,Scale down / deprioritize
2025-06-30,France,Partnerships,0.0866,430.9,0.2857,6.91,261.23,3016.29,7,2,1.0,0.7959,1.0,0.932,0.8388,1,Scale up
2025-06-30,France,Paid Search,0.0312,1546.05,0.3333,21.24,289.74,9276.28,6,2,0.3521,1.0,0.0,0.4507,0.4354,2,Maintain / optimize
2025-06-30,France,Paid Social,0.0126,734.45,0.1176,28.59,157.71,12485.61,17,2,0.1345,0.0756,0.7278,0.3126,0.3126,3,Scale down / deprioritize
2025-06-30,France,Organic,0.0124,1031.49,0.1111,21.26,114.72,9283.4,9,1,0.1313,0.0476,0.4614,0.2134,0.2062,4,Scale down / deprioritize
2025-06-30,France,Affiliate,0.0011,960.88,0.1,22.0,10.92,9608.8,10,1,0.0,0.0,0.5247,0.1749,0.1696,5,Scale down / deprioritize
2025-06-30,Germany,Paid Search,0.011,725.42,0.0588,36.25,135.59,12332.19,17,1,1.0,0.0,0.1464,0.3821,0.368,1,Scale down / deprioritize
2025-06-30,Germany,Paid Social,0.0042,369.68,0.0714,15.21,21.75,5175.58,14,1,0.0,0.0556,1.0,0.3519,0.3167,2,Scale down / deprioritize
2025-06-30,Germany,Organic,0.0048,786.44,0.1429,48.54,78.67,16515.3,21,3,0.0826,0.3704,0.0,0.151,0.151,3,Scale down / deprioritize
2025-06-30,Germany,Affiliate,,,0.2,,47.73,,5,1,,0.6222,,,,4,Scale down / deprioritize
2025-06-30,Germany,Partnerships,,,0.2857,,84.47,,7,2,,1.0,,,,4,Scale down / deprioritize
2025-06-30,Spain,Paid Social,0.079,366.28,0.4615,12.65,376.26,4761.7,13,6,0.545,1.0,0.9151,0.82,0.763,1,Scale up
2025-06-30,Spain,Affiliate,0.1424,131.1,0.1818,3.83,205.42,1442.12,11,2,1.0,0.1477,1.0,0.7159,0.6443,2,Maintain / optimize
2025-06-30,Spain,Organic,0.0248,741.62,0.2143,27.58,257.08,10382.66,14,3,0.1557,0.2467,0.7797,0.394,0.3869,3,Scale down / deprioritize
2025-06-30,Spain,Paid Search,0.0165,823.7,0.1333,32.82,204.41,12355.51,15,2,0.0968,0.0,0.75,0.2823,0.2823,4,Scale down / deprioritize
2025-06-30,Spain,Partnerships,0.0031,2901.79,0.3333,23.12,26.58,8705.36,3,1,0.0,0.6094,0.0,0.2031,0.1963,5,Scale down / deprioritize
2025-06-30,UK,Paid Search,0.089,263.02,0.3,11.11,233.99,2630.21,10,3,0.5916,1.0,0.9107,0.8341,0.7611,1,Scale up
2025-06-30,UK,Paid Social,0.1504,52.39,0.1111,3.98,141.82,943.06,18,2,1.0,0.3704,1.0,0.7901,0.7111,2,Maintain / optimize
2025-06-30,UK,Organic,0.0,267.41,0.0,10.17,0.0,2406.65,9,0,0.0,0.0,0.9088,0.3029,0.2759,3,Scale down / deprioritize
2025-06-30,UK,Affiliate,0.0,645.34,0.0,13.63,0.0,3226.68,5,0,0.0,0.0,0.7486,0.2495,0.2288,4,Scale down / deprioritize
2025-06-30,UK,Partnerships,0.0048,2410.55,0.1667,61.1,69.59,14463.32,6,1,0.032,0.5556,0.0,0.1959,0.1959,5,Scale down / deprioritize
2025-07-07,France,Paid Search,0.1187,349.04,0.25,8.32,663.02,5584.62,16,4,1.0,0.6842,1.0,0.8947,0.8053,1,Scale up
2025-07-07,France,Organic,0.0323,1316.13,0.3077,25.49,553.32,17109.71,13,4,0.2507,1.0,0.6786,0.6431,0.6409,2,Maintain / optimize
2025-07-07,France,Affiliate,0.0186,1497.7,0.2222,20.08,251.15,13479.33,9,2,0.1318,0.5322,0.6182,0.4274,0.4129,3,Maintain / optimize
2025-07-07,France,Paid Social,0.0125,1094.88,0.125,26.1,219.13,17518.12,16,2,0.0786,0.0,0.7521,0.2769,0.2769,4,Scale down / deprioritize
2025-07-07,France,Partnerships,0.0034,3357.62,0.25,20.01,46.25,13430.49,4,1,0.0,0.6842,0.0,0.2281,0.2203,5,Scale down / deprioritize
2025-07-07,Germany,Paid Search,0.055,206.15,0.1111,13.38,204.06,3710.63,18,2,1.0,0.5556,1.0,0.8519,0.7667,1,Scale up
