week,country,channel,converted_users,users_with_cpa,users_missing_cpa,profitable_users,non_profitable_users,pct_profitable_users,total_5week_profit,avg_5week_profit_per_user,total_5week_revenue,cohort_cpa_per_user,cohort_spend
2025-06-09,UK,Partnerships,8,8,0,0,8,0.0,-11777.98,-1472.2475,53.8,1478.9725,11831.78
2025-06-16,France,Affiliate,9,9,0,0,9,0.0,-3863.2699999999995,-429.25222222222226,168.04,447.92333333333335,4031.31
2025-06-16,France,Organic,18,18,0,0,18,0.0,-16733.690000000006,-929.64944444444461,114.80000000000001,936.02722222222235,16848.49
2025-06-16,France,Paid Search,17,17,0,0,17,0.0,-5254.3099999999995,-309.07705882352946,530.12,340.26058823529411,5784.43
2025-06-16,France,Paid Social,12,12,0,0,12,0.0,-1392.1100000000004,-116.00916666666667,111.63,125.31166666666667,1503.74
2025-06-16,France,Partnerships,1,1,0,0,1,0.0,-6090.26,-6090.26,0.0,6090.26,6090.26
2025-06-16,Germany,Affiliate,6,6,0,0,6,0.0,-12281.74,-2046.9566666666667,0.0,2046.9566666666667,12281.74
2025-06-16,Germany,Organic,10,10,0,0,10,0.0,-5652.0499999999993,-565.20499999999993,30.21,568.226,5682.26
2025-06-16,Germany,Paid Search,15,15,0,1,14,0.066666666666666666,-2924.31,-194.954,643.01,237.82133333333334,3567.32
2025-06-16,Germany,Paid Social,15,15,0,0,15,0.0,-16985.44,-1132.3626666666664,239.26,1148.3133333333333,17224.7
2025-06-16,Germany,Partnerships,6,6,0,0,6,0.0,-15439.89,-2573.315,75.98,2585.9783333333335,15515.87
2025-06-16,Spain,Affiliate,6,6,0,0,6,0.0,-2042.39,-340.39833333333337,0.0,340.39833333333337,2042.39
2025-06-16,Spain,Organic,10,10,0,0,10,0.0,-16709.59,-1670.959,276.96,1698.655,16986.55
2025-06-16,Spain,Paid Search,12,12,0,1,11,0.083333333333333329,-3088.35,-257.36249999999995,362.64,287.5825,3450.99
2025-06-16,Spain,Paid Social,8,8,0,0,8,0.0,-15861.37,-1982.6712499999999,163.55,2003.115,16024.92
2025-06-16,Spain,Partnerships,3,3,0,0,3,0.0,-16504.73,-5501.5766666666668,68.5,5524.41,16573.23
2025-06-16,UK,Affiliate,13,13,0,0,13,0.0,-13157.200000000004,-1012.0923076923077,0.0,1012.0923076923077,13157.2
2025-06-16,UK,Organic,15,0,15,0,0,,,,341.86999999999995,,
2025-06-16,UK,Paid Search,13,13,0,0,13,0.0,-2391.61,-183.97000000000003,54.06,188.12846153846155,2445.67
2025-06-16,UK,Paid Social,9,0,9,0,0,,,,0.0,,
2025-06-16,UK,Partnerships,2,2,0,0,2,0.0,-9368.2,-4684.1,0.0,4684.1,9368.2
2025-06-23,France,Affiliate,9,9,0,0,9,0.0,-11359.47,-1262.163333333333,203.99,1284.8288888888887,11563.46
2025-06-23,France,Organic,8,8,0,0,8,0.0,-5174.81,-646.85125,0.0,646.85125,5174.81
2025-06-23,France,Paid Search,12,12,0,0,12,0.0,-4679.01,-389.9175,153.64,402.7208333333333,4832.65
2025-06-23,France,Paid Social,20,20,0,0,20,0.0,-15380.45,-769.0225,250.08999999999997,781.527,15630.54
2025-06-23,France,Partnerships,3,0,3,0,0,,,,174.71,,
2025-06-23,Germany,Affiliate,7,0,7,0,0,,,,96.83,,
2025-06-23,Germany,Organic,10,10,0,0,10,0.0,-6647.3600000000006,-664.736,106.75,675.411,6754.11
2025-06-23,Germany,Paid Search,10,10,0,0,10,0.0,-2380.0199999999995,-238.00199999999998,30.31,241.033,2410.33
2025-06-23,Germany,Paid Social,17,17,0,0,17,0.0,-4611.3499999999995,-271.25588235294117,214.57999999999998,283.87823529411764,4825.93
2025-06-23,Germany,Partnerships,4,4,0,0,4,0.0,-13171.81,-3292.9525,0.0,3292.9525,13171.81
2025-06-23,Spain,Affiliate,5,5,0,0,5,0.0,-5941.6399999999994,-1188.328,0.0,1188.328,5941.64
2025-06-23,Spain,Organic,12,12,0,0,12,0.0,-8778.22,-731.51833333333332,0.0,731.51833333333332,8778.22
2025-06-23,Spain,Paid Search,17,17,0,0,17,0.0,-13168.130000000001,-774.5958823529412,311.48,792.91823529411772,13479.61
2025-06-23,Spain,Paid Social,17,17,0,0,17,0.0,-18801.96,-1105.9976470588233,303.45,1123.8476470588234,19105.41
2025-06-23,Spain,Partnerships,3,3,0,0,3,0.0,-7014.380000000001,-2338.126666666667,22.72,2345.7000000000003,7037.1
2025-06-23,UK,Affiliate,5,5,0,0,5,0.0,-3438.96,-687.79199999999992,192.28,726.24799999999993,3631.24
2025-06-23,UK,Organic,11,11,0,0,11,0.0,-14663.449999999999,-1333.0409090909091,77.51,1340.0872727272726,14740.96
2025-06-23,UK,Paid Search,14,14,0,2,12,0.14285714285714285,-349.75999999999988,-24.982857142857139,229.29000000000002,41.36071428571428,579.05
2025-06-23,UK,Paid Social,11,11,0,0,11,0.0,-14526.040000000005,-1320.5490909090909,103.06,1329.9181818181819,14629.1
2025-06-23,UK,Partnerships,4,4,0,0,4,0.0,-841.65,-210.4125,0.0,210.4125,841.65
2025-06-30,France,Affiliate,10,10,0,0,10,0.0,-9597.88,-959.7879999999999,10.92,960.87999999999988,9608.8
2025-06-30,France,Organic,9,9,0,0,9,0.0,-9168.68,-1018.7422222222222,114.72,1031.4888888888888,9283.4
2025-06-30,France,Paid Search,6,6,0,0,6,0.0,-8986.54,-1497.7566666666669,289.74,1546.0466666666669,9276.28
2025-06-30,France,Paid Social,17,17,0,0,17,0.0,-12327.9,-725.17058823529419,157.70999999999998,734.44764705882358,12485.61
2025-06-30,France,Partnerships,7,7,0,0,7,0.0,-2755.06,-393.58,261.23,430.89857142857142,3016.29
2025-06-30,Germany,Affiliate,5,0,5,0,0,,,,47.73,,
2025-06-30,Germany,Organic,21,21,0,0,21,0.0,-16436.630000000005,-782.6966666666666,78.67,786.44285714285706,16515.3
2025-06-30,Germany,Paid Search,17,17,0,0,17,0.0,-12196.599999999999,-717.44705882352946,135.59,725.42294117647066,12332.19
2025-06-30,Germany,Paid Social,14,14,0,0,14,0.0,-5153.829999999999,-368.1307142857143,21.75,369.68428571428569,5175.58
2025-06-30,Germany,Partnerships,7,0,7,0,0,,,,84.47,,
2025-06-30,Spain,Affiliate,11,11,0,0,11,0.0,-1236.6999999999998,-112.42727272727272,205.42000000000002,131.10181818181817,1442.12
2025-06-30,Spain,Organic,14,14,0,0,14,0.0,-10125.579999999998,-723.25571428571413,257.08,741.61857142857139,10382.66
2025-06-30,Spain,Paid Search,15,15,0,0,15,0.0,-12151.100000000004,-810.07333333333338,204.41,823.70066666666673,12355.51
2025-06-30,Spain,Paid Social,13,13,0,0,13,0.0,-4385.4400000000005,-337.34153846153845,376.26,366.28461538461539,4761.7
2025-06-30,Spain,Partnerships,3,3,0,0,3,0.0,-8678.78,-2892.9266666666667,26.58,2901.7866666666669,8705.36
2025-06-30,UK,Affiliate,5,5,0,0,5,0.0,-3226.6800000000003,-645.336,0.0,645.336,3226.68
2025-06-30,UK,Organic,9,9,0,0,9,0.0,-2406.65,-267.40555555555557,0.0,267.40555555555557,2406.65
2025-06-30,UK,Paid Search,10,10,0,0,10,0.0,-2396.2200000000003,-239.622,233.99,263.021,2630.21
2025-06-30,UK,Paid Social,18,18,0,1,17,0.055555555555555552,-801.24000000000012,-44.513333333333328,141.82,52.392222222222216,943.06
2025-06-30,UK,Partnerships,6,6,0,0,6,0.0,-14393.73,-2398.955,69.59,2410.5533333333333,14463.32
2025-07-07,France,Affiliate,9,9,0,0,9,0.0,-13228.179999999998,-1469.7977777777778,251.15,1497.7033333333334,13479.33
2025-07-07,France,Organic,13,13,0,0,13,0.0,-16556.390000000003,-1273.5684615384614,553.31999999999994,1316.1315384615384,17109.71
2025-07-07,France,Paid Search,16,16,0,0,16,0.0,-4921.5999999999995,-307.59999999999997,663.02,349.03875,5584.62
2025-07-07,France,Paid Social,16,16,0,0,16,0.0,-17298.989999999998,-1081.186875,219.13,1094.8825,17518.12
2025-07-07,France,Partnerships,4,4,0,0,4,0.0,-13384.24,-3346.06,46.25,3357.6225,13430.49
2025-07-07,Germany,Affiliate,11,0,11,0,0,,,,0.0,,
2025-07-07,Germany,Organic,17,0,17,0,0,,,,301.56,,
2025-07-07,Germany,Paid Search,18,18,0,0,18,0.0,-3506.5700000000006,-194.80944444444444,204.06,206.14611111111111,3710.63
2025-07-07,Germany,Paid Social,12,12,0,0,12,0.0,-14999.15,-1249.9291666666666,0.0,1249.9291666666666,14999.15
2025-07-07,Germany,Partnerships,5,5,0,0,5,0.0,-8908.37,-1781.6740000000002,105.99,1802.872,9014.36
2025-07-07,Spain,Affiliate,13,0,13,0,0,,,,381.37,,
2025-07-07,Spain,Organic,12,12,0,0,12,0.0,-1615.93,-134.6608333333333,212.44,152.36416666666665,1828.37
2025-07-07,Spain,Paid Search,21,21,0,0,21,0.0,-9715.2900000000027,-462.63285714285718,0.0,462.63285714285718,9715.29
2025-07-07,Spain,Paid Social,7,7,0,0,7,0.0,-11575.0,-1653.5714285714287,76.62,1664.517142857143,11651.62
2025-07-07,Spain,Partnerships,1,1,0,0,1,0.0,-18440.44,-18440.44,0.0,18440.44,18440.44
2025-07-07,UK,Affiliate,10,0,10,0,0,,,,130.9,,
2025-07-07,UK,Organic,14,14,0,0,14,0.0,-13922.449999999997,-994.46071428571429,659.14,1041.5421428571428,14581.59
2025-07-07,UK,Paid Search,11,11,0,0,11,0.0,-2490.51,-226.41000000000003,0.0,226.41000000000003,2490.51
2025-07-07,UK,Paid Social,11,0,11,0,0,,,,91.02,,
2025-07-07,UK,Partnerships,10,10,0,0,10,0.0,-5037.93,-503.79300000000006,73.960000000000008,511.189,5111.89
2025-07-14,France,Affiliate,7,7,0,0,7,0.0,-11824.17,-1689.1671428571428,110.92999999999999,1705.0142857142857,11935.1
2025-07-14,France,Organic,11,0,11,0,0,,,,403.04,,
2025-07-14,France,Paid Search,14,14,0,0,14,0.0,-2165.8999999999996,-154.70714285714286,0.0,154.70714285714286,2165.9
2025-07-14,France,Paid Social,15,15,0,0,15,0.0,-2291.4700000000003,-152.76466666666667,18.45,153.99466666666666,2309.92
2025-07-14,France,Partnerships,4,0,4,0,0,,,,0.0,,
2025-07-14,Germany,Affiliate,9,0,9,0,0,,,,176.25,,
2025-07-14,Germany,Organic,4,4,0,0,4,0.0,-4351.09,-1087.7725,0.0,1087.7725,4351.09
2025-07-14,Germany,Paid Search,13,13,0,0,13,0.0,-4831.0999999999995,-371.62307692307689,63.48,376.50615384615384,4894.58
2025-07-14,Germany,Paid Social,13,13,0,0,13,0.0,-11641.559999999998,-895.50461538461525,239.04,913.89230769230767,11880.6
2025-07-14,Germany,Partnerships,3,3,0,0,3,0.0,-10277.33,-3425.7766666666666,173.73,3483.6866666666665,10451.06
2025-07-14,Spain,Affiliate,10,10,0,0,10,0.0,-4745.5099999999993,-474.55099999999987,278.69,502.41999999999996,5024.2
2025-07-14,Spain,Organic,8,0,8,0,0,,,,268.66,,
2025-07-14,Spain,Paid Search,16,16,0,0,16,0.0,-18966.679999999997,-1185.4175,79.25,1190.370625,19045.93
2025-07-14,Spain,Paid Social,13,13,0,0,13,0.0,-13226.160000000002,-1017.396923076923,65.64,1022.4461538461538,13291.8
2025-07-14,Spain,Partnerships,7,7,0,0,7,0.0,-1815.4699999999998,-259.35285714285715,321.61,305.29714285714283,2137.08
2025-07-14,UK,Affiliate,7,7,0,0,7,0.0,-10918.789999999999,-1559.8271428571427,145.18,1580.5671428571427,11063.97
2025-07-14,UK,Organic,20,20,0,0,20,0.0,-10221.290000000005,-511.06450000000012,344.46999999999997,528.288,10565.76
2025-07-14,UK,Paid Search,8,8,0,0,8,0.0,-18676.26,-2334.5325000000003,184.04000000000002,2357.5375,18860.3
2025-07-14,UK,Paid Social,13,13,0,0,13,0.0,-4359.5099999999993,-335.346923076923,322.52,360.15615384615381,4682.03
2025-07-14,UK,Partnerships,4,0,4,0,0,,,,0.0,,
2025-07-21,France,Affiliate,9,9,0,0,9,0.0,-7385.4700000000012,-820.60777777777787,126.31,834.64222222222224,7511.78
2025-07-21,France,Organic,17,0,17,0,0,,,,125.89,,
2025-07-21,France,Paid Search,12,12,0,0,12,0.0,-6912.3899999999985,-576.0325,331.73,603.67666666666662,7244.12
2025-07-21,France,Paid Social,10,10,0,0,10,0.0,-13974.809999999998,-1397.481,431.77,1440.658,14406.58
2025-07-21,France,Partnerships,6,6,0,0,6,0.0,-19298.190000000002,-3216.365,245.90000000000003,3257.3483333333334,19544.09
2025-07-21,Germany,Affiliate,5,0,5,0,0,,,,177.64,,
2025-07-21,Germany,Organic,15,15,0,0,15,0.0,-15379.320000000003,-1025.288,208.54000000000002,1039.1906666666666,15587.86
2025-07-21,Germany,Paid Search,14,14,0,0,14,0.0,-17246.4,-1231.8857142857144,317.62,1254.5728571428572,17564.02
2025-07-21,Germany,Paid Social,16,16,0,0,16,0.0,-17400.01,-1087.5006250000001,327.64,1107.978125,17727.65
2025-07-21,Germany,Partnerships,4,4,0,0,4,0.0,-6600.26,-1650.065,0.0,1650.065,6600.26
2025-07-21,Spain,Affiliate,11,11,0,0,11,0.0,-7020.2699999999986,-638.20636363636368,285.02,664.11727272727273,7305.29
2025-07-21,Spain,Organic,8,0,8,0,0,,,,430.40000000000003,,
2025-07-21,Spain,Paid Search,12,12,0,0,12,0.0,-9478.159999999998,-789.84666666666658,258.64,811.4,9736.8
2025-07-21,Spain,Paid Social,19,19,0,0,19,0.0,-12593.24,-662.802105263158,189.55,672.77842105263164,12782.79
2025-07-21,Spain,Partnerships,6,6,0,0,6,0.0,-18904.239999999998,-3150.7066666666669,47.07,3158.5516666666667,18951.31
2025-07-21,UK,Affiliate,5,5,0,0,5,0.0,-19913.5,-3982.6999999999994,64.23,3995.546,19977.73
2025-07-21,UK,Organic,5,5,0,0,5,0.0,-4461.6,-892.31999999999994,150.28,922.376,4611.88
2025-07-21,UK,Paid Search,8,8,0,0,8,0.0,-13130.59,-1641.32375,134.82999999999998,1658.1775,13265.42
2025-07-21,UK,Paid Social,19,19,0,5,14,0.26315789473684209,-138.44000000000005,-7.2863157894736865,974.94,58.598947368421058,1113.38
2025-07-21,UK,Partnerships,8,8,0,0,8,0.0,-15753.929999999997,-1969.24125,0.0,1969.24125,15753.93
2025-07-28,France,Affiliate,7,0,7,0,0,,,,24.19,,
2025-07-28,France,Organic,5,5,0,0,5,0.0,-11227.41,-2245.482,206.98000000000002,2286.8779999999997,11434.39
2025-07-28,France,Paid Search,16,16,0,0,16,0.0,-18871.38,-1179.4612499999998,187.37,1191.171875,19058.75
2025-07-28,France,Paid Social,12,12,0,0,12,0.0,-16105.210000000001,-1342.1008333333332,0.0,1342.1008333333332,16105.21
2025-07-28,France,Partnerships,5,5,0,0,5,0.0,-9628.73,-1925.746,271.6,1980.066,9900.33
2025-07-28,Germany,Affiliate,7,7,0,0,7,0.0,-8391.2200000000012,-1198.7457142857143,0.0,1198.7457142857143,8391.22
2025-07-28,Germany,Organic,15,0,15,0,0,,,,301.06,,
2025-07-28,Germany,Paid Search,11,0,11,0,0,,,,166.84,,
2025-07-28,Germany,Paid Social,18,18,0,0,18,0.0,-15537.319999999994,-863.18444444444447,406.32000000000005,885.75777777777773,15943.64
2025-07-28,Germany,Partnerships,9,9,0,0,9,0.0,-1796.7599999999998,-199.64000000000001,92.19,209.88333333333333,1888.95
2025-07-28,Spain,Affiliate,9,9,0,0,9,0.0,-17048.43,-1894.27,96.82,1905.0277777777778,17145.25
2025-07-28,Spain,Organic,12,12,0,0,12,0.0,-14249.410000000002,-1187.4508333333333,266.96999999999997,1209.6983333333333,14516.38
2025-07-28,Spain,Paid Search,13,13,0,0,13,0.0,-18918.289999999997,-1455.2530769230766,264.1,1475.5684615384614,19182.39
2025-07-28,Spain,Paid Social,15,0,15,0,0,,,,211.85,,
2025-07-28,Spain,Partnerships,4,4,0,0,4,0.0,-10715.67,-2678.9175,42.92,2689.6475,10758.59
2025-07-28,UK,Affiliate,12,12,0,0,12,0.0,-8434.9900000000016,-702.91583333333347,158.8,716.1491666666667,8593.79
2025-07-28,UK,Organic,17,17,0,2,15,0.11764705882352941,-1922.1699999999992,-113.06882352941174,646.28,151.08529411764704,2568.45
2025-07-28,UK,Paid Search,11,11,0,0,11,0.0,-18635.61,-1694.1463636363635,250.72,1716.939090909091,18886.33
2025-07-28,UK,Paid Social,13,13,0,0,13,0.0,-6808.58,-523.73692307692306,27.49,525.85153846153844,6836.07
2025-07-28,UK,Partnerships,10,10,0,0,10,0.0,-14926.57,-1492.657,391.55,1531.8120000000001,15318.12
2025-08-04,France,Affiliate,4,0,4,0,0,,,,0.0,,
2025-08-04,France,Organic,15,15,0,0,15,0.0,-15591.049999999994,-1039.4033333333332,30.59,1041.4426666666666,15621.64
2025-08-04,France,Paid Search,10,0,10,0,0,,,,190.69,,
2025-08-04,France,Paid Social,13,13,0,0,13,0.0,-8013.1899999999987,-616.39923076923071,0.0,616.39923076923071,8013.19
2025-08-04,France,Partnerships,6,6,0,0,6,0.0,-934.22,-155.70333333333332,159.06,182.21333333333334,1093.28
2025-08-04,Germany,Affiliate,7,0,7,0,0,,,,258.81,,
2025-08-04,Germany,Organic,8,0,8,0,0,,,,29.27,,
2025-08-04,Germany,Paid Search,13,13,0,0,13,0.0,-6304.5200000000013,-484.963076923077,767.04,543.96615384615393,7071.56
2025-08-04,Germany,Paid Social,22,22,0,0,22,0.0,-7592.0999999999976,-345.09545454545452,605.40000000000009,372.61363636363637,8197.5
2025-08-04,Germany,Partnerships,5,5,0,0,5,0.0,-12596.489999999998,-2519.298,0.0,2519.298,12596.49
2025-08-04,Spain,Affiliate,14,14,0,0,14,0.0,-7707.5900000000011,-550.54214285714284,305.0,572.32785714285717,8012.59
2025-08-04,Spain,Organic,10,10,0,0,10,0.0,-11352.740000000002,-1135.274,364.18,1171.692,11716.92
2025-08-04,Spain,Paid Search,15,15,0,0,15,0.0,-19629.15,-1308.6099999999997,241.85999999999999,1324.734,19871.01
2025-08-04,Spain,Paid Social,22,22,0,0,22,0.0,-14203.330000000007,-645.60590909090911,768.3599999999999,680.53136363636361,14971.69
2025-08-04,Spain,Partnerships,5,5,0,0,5,0.0,-4106.49,-821.29799999999989,69.58,835.21399999999994,4176.07
2025-08-04,UK,Affiliate,4,4,0,0,4,0.0,-1587.13,-396.7825,80.5,416.9075,1667.63
2025-08-04,UK,Organic,16,16,0,3,13,0.1875,-123.43000000000004,-7.714375,414.68000000000006,33.631875,538.11
2025-08-04,UK,Paid Search,10,0,10,0,0,,,,0.0,,
2025-08-04,UK,Paid Social,9,9,0,0,9,0.0,-16187.69,-1798.6322222222223,0.0,1798.6322222222223,16187.69
2025-08-04,UK,Partnerships,6,6,0,0,6,0.0,-16743.54,-2790.59,283.78,2837.8866666666668,17027.32
2025-08-11,France,Affiliate,8,8,0,0,8,0.0,-8150.9799999999977,-1018.8725,0.0,1018.8725,8150.98
2025-08-11,France,Organic,13,13,0,0,13,0.0,-11274.169999999998,-867.24384615384633,74.77,872.99538461538464,11348.94
2025-08-11,France,Paid Search,11,11,0,0,11,0.0,-19089.34,-1735.3945454545456,169.66,1750.8181818181818,19259.0
2025-08-11,France,Paid Social,12,12,0,0,12,0.0,-6461.5399999999991,-538.4616666666667,180.12,553.47166666666669,6641.66
2025-08-11,France,Partnerships,5,5,0,0,5,0.0,-16455.76,-3291.1519999999996,0.0,3291.1519999999996,16455.76
2025-08-11,Germany,Affiliate,13,13,0,0,13,0.0,-10398.159999999998,-799.8584615384616,89.61,806.75153846153853,10487.77
2025-08-11,Germany,Organic,13,0,13,0,0,,,,52.28,,
2025-08-11,Germany,Paid Search,14,14,0,0,14,0.0,-3728.1500000000005,-266.29642857142858,216.81,281.78285714285715,3944.96
2025-08-11,Germany,Paid Social,14,14,0,0,14,0.0,-6128.5199999999995,-437.75142857142856,313.14,460.11857142857144,6441.66
2025-08-11,Germany,Partnerships,5,5,0,0,5,0.0,-6067.15,-1213.4299999999998,0.0,1213.4299999999998,6067.15
2025-08-11,Spain,Affiliate,7,0,7,0,0,,,,97.1,,
2025-08-11,Spain,Organic,10,10,0,0,10,0.0,-3386.6000000000004,-338.66,201.91,358.851,3588.51
2025-08-11,Spain,Paid Search,19,19,0,0,19,0.0,-18199.779999999995,-957.883157894737,182.74,967.501052631579,18382.52
2025-08-11,Spain,Paid Social,20,0,20,0,0,,,,538.78,,
2025-08-11,Spain,Partnerships,7,7,0,0,7,0.0,-12587.36,-1798.1942857142858,0.0,1798.1942857142858,12587.36
2025-08-11,UK,Affiliate,10,10,0,0,10,0.0,-5929.1200000000008,-592.91199999999992,35.8,596.492,5964.92
2025-08-11,UK,Organic,12,0,12,0,0,,,,100.96,,
2025-08-11,UK,Paid Search,14,14,0,0,14,0.0,-8370.9800000000032,-597.92714285714271,185.95000000000002,611.20928571428578,8556.93
2025-08-11,UK,Paid Social,14,14,0,0,14,0.0,-18560.210000000003,-1325.7292857142859,304.63,1347.4885714285715,18864.84
2025-08-11,UK,Partnerships,7,7,0,0,7,0.0,-6211.7199999999993,-887.38857142857137,294.65999999999997,929.48285714285714,6506.38
2025-08-18,France,Affiliate,9,9,0,0,9,0.0,-10920.060000000001,-1213.3400000000004,89.300000000000011,1223.2622222222224,11009.36
2025-08-18,France,Organic,13,13,0,1,12,0.076923076923076927,-1705.7500000000005,-131.21153846153848,323.13,156.06769230769231,2028.88
2025-08-18,France,Paid Search,15,15,0,0,15,0.0,-18118.64,-1207.9093333333333,314.65999999999997,1228.8866666666665,18433.3
2025-08-18,France,Paid Social,26,26,0,0,26,0.0,-11699.209999999994,-449.96961538461534,485.69,468.65,12184.9
2025-08-18,France,Partnerships,4,4,0,0,4,0.0,-15748.77,-3937.1925,41.14,3947.4775,15789.91
2025-08-18,Germany,Affiliate,4,4,0,0,4,0.0,-19544.39,-4886.0975000000008,176.26,4930.1625,19720.65
2025-08-18,Germany,Organic,9,9,0,0,9,0.0,-16913.1,-1879.2333333333331,0.0,1879.2333333333331,16913.1
2025-08-18,Germany,Paid Search,12,12,0,0,12,0.0,-1299.0000000000002,-108.24999999999999,103.75,116.89583333333333,1402.75
2025-08-18,Germany,Paid Social,5,5,0,0,5,0.0,-8707.77,-1741.554,0.0,1741.554,8707.77
2025-08-18,Germany,Partnerships,6,6,0,1,5,0.16666666666666666,-858.97,-143.16166666666666,283.3,190.37833333333333,1142.27
2025-08-18,Spain,Affiliate,5,0,5,0,0,,,,0.0,,
2025-08-18,Spain,Organic,13,13,0,0,13,0.0,-10893.89,-837.99153846153854,258.9,857.90692307692314,11152.79
2025-08-18,Spain,Paid Search,10,10,0,0,10,0.0,-2358.13,-235.81299999999996,263.51,262.164,2621.64
2025-08-18,Spain,Paid Social,11,11,0,0,11,0.0,-5403.91,-491.2645454545455,256.77,514.60727272727274,5660.68
2025-08-18,Spain,Partnerships,7,0,7,0,0,,,,232.87,,
2025-08-18,UK,Affiliate,8,8,0,0,8,0.0,-7218.2599999999993,-902.28249999999991,347.72,945.7475,7565.98
2025-08-18,UK,Organic,12,12,0,0,12,0.0,-6539.63,-544.96916666666664,0.0,544.96916666666664,6539.63
2025-08-18,UK,Paid Search,6,6,0,0,6,0.0,-11618.02,-1936.3366666666666,55.86,1945.6466666666665,11673.88
2025-08-18,UK,Paid Social,8,8,0,0,8,0.0,-4491.82,-561.4775,256.25,593.50875,4748.07
2025-08-18,UK,Partnerships,6,6,0,0,6,0.0,-8890.44,-1481.7400000000002,28.1,1486.4233333333334,8918.54
2025-08-25,France,Affiliate,7,7,0,0,7,0.0,-1224.4099999999999,-174.91571428571427,177.41,200.26,1401.82
2025-08-25,France,Organic,15,15,0,0,15,0.0,-9752.1999999999971,-650.14666666666653,119.1,658.08666666666659,9871.3
2025-08-25,France,Paid Search,7,7,0,0,7,0.0,-6143.7600000000011,-877.68000000000006,209.38,907.59142857142865,6353.14
2025-08-25,France,Paid Social,12,12,0,0,12,0.0,-14617.47,-1218.1225,152.16,1230.8025,14769.63
2025-08-25,France,Partnerships,9,9,0,0,9,0.0,-2907.8199999999997,-323.0911111111111,99.76,334.17555555555555,3007.58
2025-08-25,Germany,Affiliate,5,5,0,0,5,0.0,-2819.89,-563.978,0.0,563.978,2819.89
2025-08-25,Germany,Organic,11,11,0,0,11,0.0,-8101.76,-736.52363636363634,101.49,745.75,8203.25
2025-08-25,Germany,Paid Search,18,18,0,0,18,0.0,-11792.139999999998,-655.11888888888893,471.95000000000005,681.33833333333337,12264.09
2025-08-25,Germany,Paid Social,13,13,0,0,13,0.0,-16472.370000000003,-1267.1053846153843,293.55,1289.6861538461537,16765.92
2025-08-25,Germany,Partnerships,2,2,0,0,2,0.0,-6228.77,-3114.385,0.0,3114.385,6228.77
2025-08-25,Spain,Affiliate,9,9,0,0,9,0.0,-16153.409999999996,-1794.8233333333333,104.78,1806.4655555555555,16258.19
2025-08-25,Spain,Organic,13,0,13,0,0,,,,216.48,,
2025-08-25,Spain,Paid Search,18,18,0,0,18,0.0,-18415.21,-1023.0672222222225,667.54,1060.1527777777778,19082.75
2025-08-25,Spain,Paid Social,14,14,0,0,14,0.0,-5064.1100000000006,-361.72214285714284,601.78,404.7064285714286,5665.89
2025-08-25,Spain,Partnerships,3,3,0,0,3,0.0,-13305.16,-4435.0533333333333,0.0,4435.0533333333333,13305.16
2025-08-25,UK,Affiliate,4,0,4,0,0,,,,0.0,,
2025-08-25,UK,Organic,11,11,0,0,11,0.0,-14378.949999999997,-1307.1772727272723,381.94,1341.8990909090908,14760.89
2025-08-25,UK,Paid Search,12,12,0,0,12,0.0,-17655.8,-1471.3166666666668,76.86,1477.7216666666666,17732.66
2025-08-25,UK,Paid Social,12,12,0,1,11,0.083333333333333329,-1816.1499999999996,-151.3458333333333,307.12,176.93916666666667,2123.27
2025-08-25,UK,Partnerships,8,8,0,0,8,0.0,-12956.55,-1619.56875,96.87,1631.6775,13053.42
2025-09-01,France,Affiliate,6,6,0,0,6,0.0,-18718.26,-3119.71,8.79,3121.1749999999997,18727.05
2025-09-01,France,Organic,14,14,0,1,13,0.071428571428571425,-2249.8199999999997,-160.70142857142855,689.41,209.945,2939.23
2025-09-01,France,Paid Search,9,9,0,0,9,0.0,-9946.260000000002,-1105.1399999999999,91.06,1115.2577777777778,10037.32
2025-09-01,France,Paid Social,11,11,0,0,11,0.0,-9350.41,-850.03727272727269,0.0,850.03727272727269,9350.41
2025-09-01,France,Partnerships,7,7,0,0,7,0.0,-11583.17,-1654.7385714285715,122.65,1672.26,11705.82
2025-09-01,Germany,Affiliate,8,8,0,0,8,0.0,-12230.72,-1528.84,91.9,1540.3275,12322.62
2025-09-01,Germany,Organic,11,11,0,0,11,0.0,-6444.59,-585.87181818181818,6.15,586.430909090909,6450.74
2025-09-01,Germany,Paid Search,13,13,0,0,13,0.0,-4292.0300000000007,-330.15615384615381,322.03,354.92769230769233,4614.06
2025-09-01,Germany,Paid Social,14,14,0,0,14,0.0,-18815.9,-1343.9928571428572,0.0,1343.9928571428572,18815.9
2025-09-01,Germany,Partnerships,4,4,0,0,4,0.0,-4466.59,-1116.6475,0.0,1116.6475,4466.59
2025-09-01,Spain,Affiliate,9,9,0,0,9,0.0,-4597.66,-510.85111111111109,0.0,510.85111111111109,4597.66
2025-09-01,Spain,Organic,8,8,0,0,8,0.0,-4776.5500000000011,-597.06874999999991,530.79,663.4175,5307.34
2025-09-01,Spain,Paid Search,11,11,0,0,11,0.0,-7329.0999999999995,-666.28181818181827,135.4,678.59090909090912,7464.5
2025-09-01,Spain,Paid Social,10,0,10,0,0,,,,119.27,,
2025-09-01,Spain,Partnerships,6,6,0,0,6,0.0,-3817.6300000000006,-636.27166666666676,294.13,685.29333333333341,4111.76
